tab	specimens
aniso_f	aniso_l	aniso_p	aniso_s	aniso_s_n_measurements	aniso_t	aniso_type	azimuth	citations	contribution_id	critical_temp	critical_temp_high	critical_temp_low	critical_temp_mineral	critical_temp_type	description	dip	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	hyst_bc	hyst_bc_offset	hyst_bcr	hyst_loop	hyst_mr_mass	hyst_ms_mass	hyst_xhf	igsn	igsn_parent	instrument_codes	int_corr	meas_orient_phi	meas_orient_theta	meas_step_max	meas_step_min	meas_step_unit	meas_temp	method_codes	mineral_type	rem_hirm_mass	rem_sratio	rem_sratio_back	rem_sratio_forward	result_quality	row_id	sample	software_packages	specimen	synthetic_alternatives	volume	weight
								This study									lc	84.1	302.7	0.6	5.7	2.0	4.0	-1.0	NED11-7b_LP-DIR-AF										hargrave 2018-10-13 20:00:08	u			0.004	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED11-7	pmagpy-4.2.25: demag_gui	NED11-7b			
								This study									lc	84.1	37.4	-17.1	5.7	2.0	4.0	0.0	NED11-7b_LP-DIR-AF										hargrave 2018-10-13 20:00:08	u			0.004	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED11-7	pmagpy-4.2.25: demag_gui	NED11-7b			
								This study									mc	5.0	147.6	76.1	0.8	2.0	10.0	0.0	NED11-7b_LP-DIR-AF										hargrave 2018-10-13 20:00:08	u			0.065	0.025	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED11-7	pmagpy-4.2.25: demag_gui	NED11-7b			
								This study																																			LP-NOMAG								NED11-7		NED11-7b			
								This study									mc	3.0	159.3	47.4	1.4	2.0	12.0	-1.0	NED11-8b_LP-DIR-AF										hargrave 2018-10-13 20:45:14	u			0.065	0.02	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED11-8	pmagpy-4.2.25: demag_gui	NED11-8b			
								This study									lc	26.7	213.2	46.4	2.7	2.0	4.0	-1.0	NED11-8b_LP-DIR-AF										hargrave 2018-10-13 20:45:14	u			0.0075	0.003	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED11-8	pmagpy-4.2.25: demag_gui	NED11-8b			
								This study									lc	26.7	16.7	66.6	2.7	2.0	4.0	0.0	NED11-8b_LP-DIR-AF										hargrave 2018-10-13 20:45:14	u			0.0075	0.003	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED11-8	pmagpy-4.2.25: demag_gui	NED11-8b			
								This study									mc	3.0	158.6	75.2	1.4	2.0	12.0	0.0	NED11-8b_LP-DIR-AF										hargrave 2018-10-13 20:45:14	u			0.065	0.02	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED11-8	pmagpy-4.2.25: demag_gui	NED11-8b			
								This study																																			LP-NOMAG								NED11-8		NED11-8b			
								This study									hc	0.0	16.1	61.2	0.4	3.0	5.0	-1.0	NED12-1b_LP-DIR-AF										hargrave 2018-10-13 21:31:48	u			0.13	0.09	T		LP-DIR-AF:DE-BFL-A:DA-DIR						g		NED12-1	pmagpy-4.2.25: demag_gui	NED12-1b			
								This study									hc	0.0	277.2	37.7	0.4	3.0	5.0	0.0	NED12-1b_LP-DIR-AF										hargrave 2018-10-13 21:31:48	u			0.13	0.09	T		LP-DIR-AF:DE-BFL-A:DA-DIR-GEO						g		NED12-1	pmagpy-4.2.25: demag_gui	NED12-1b			
								This study									lc	41.5	77.7	48.8	1.0	3.0	5.0	-1.0	NED12-1b_LP-DIR-AF										hargrave 2018-10-13 21:31:48	u			0.01	0.003	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED12-1	pmagpy-4.2.25: demag_gui	NED12-1b			
								This study									mc	31.1	218.4	59.4	0.6	3.0	6.0	-1.0	NED12-1b_LP-DIR-AF										hargrave 2018-10-13 21:31:48	u			0.035	0.02	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED12-1	pmagpy-4.2.25: demag_gui	NED12-1b			
								This study									mc	31.1	174.8	71.5	0.6	3.0	6.0	0.0	NED12-1b_LP-DIR-AF										hargrave 2018-10-13 21:31:48	u			0.035	0.02	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED12-1	pmagpy-4.2.25: demag_gui	NED12-1b			
								This study									lc	41.5	323.5	39.1	1.0	3.0	5.0	0.0	NED12-1b_LP-DIR-AF										hargrave 2018-10-13 21:31:48	u			0.01	0.003	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED12-1	pmagpy-4.2.25: demag_gui	NED12-1b			
								This study																																			LP-NOMAG								NED12-1		NED12-1b			
								This study									hc	0.0	245.1	1.9	0.4	3.0	5.0	-1.0	NED12-2b_LP-DIR-AF										hargrave 2018-10-13 22:17:00	u			0.13	0.09	T		LP-DIR-AF:DE-BFL-A:DA-DIR						b		NED12-2	pmagpy-4.2.25: demag_gui	NED12-2b			
								This study									hc	0.0	299.7	17.2	0.4	3.0	5.0	0.0	NED12-2b_LP-DIR-AF										hargrave 2018-10-13 22:17:00	u			0.13	0.09	T		LP-DIR-AF:DE-BFL-A:DA-DIR-GEO						b		NED12-2	pmagpy-4.2.25: demag_gui	NED12-2b			
								This study									mc	32.8	193.7	36.2	1.1	3.0	8.0	-1.0	NED12-2b_LP-DIR-AF										hargrave 2018-10-13 22:17:00	u			0.04	0.0175	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED12-2	pmagpy-4.2.25: demag_gui	NED12-2b			
								This study									lc	37.9	269.3	32.1	1.5	3.0	6.0	-1.0	NED12-2b_LP-DIR-AF										hargrave 2018-10-13 22:17:00	u			0.01	0.002	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED12-2	pmagpy-4.2.25: demag_gui	NED12-2b			
								This study									lc	37.9	339.6	24.5	1.5	3.0	6.0	0.0	NED12-2b_LP-DIR-AF										hargrave 2018-10-13 22:17:00	u			0.01	0.002	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED12-2	pmagpy-4.2.25: demag_gui	NED12-2b			
								This study									mc	32.8	269.0	73.0	1.1	3.0	8.0	0.0	NED12-2b_LP-DIR-AF										hargrave 2018-10-13 22:17:00	u			0.04	0.0175	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED12-2	pmagpy-4.2.25: demag_gui	NED12-2b			
								This study																																			LP-NOMAG								NED12-2		NED12-2b			
								This study									hc	0.0	202.8	3.1	0.6	3.0	5.0	-1.0	NED12-3b_LP-DIR-AF										hargrave 2018-10-13 23:01:37	u			0.13	0.09	T		LP-DIR-AF:DE-BFL-A:DA-DIR						g		NED12-3	pmagpy-4.2.25: demag_gui	NED12-3b			
								This study									hc	0.0	278.1	39.3	0.6	3.0	5.0	0.0	NED12-3b_LP-DIR-AF										hargrave 2018-10-13 23:01:37	u			0.13	0.09	T		LP-DIR-AF:DE-BFL-A:DA-DIR-GEO						g		NED12-3	pmagpy-4.2.25: demag_gui	NED12-3b			
								This study									lc	39.8	228.7	23.3	2.6	3.0	5.0	-1.0	NED12-3b_LP-DIR-AF										hargrave 2018-10-13 23:01:37	u			0.01	0.003	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED12-3	pmagpy-4.2.25: demag_gui	NED12-3b			
								This study									mc	34.6	155.4	48.2	1.2	3.0	8.0	-1.0	NED12-3b_LP-DIR-AF										hargrave 2018-10-13 23:01:37	u			0.05	0.0225	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED12-3	pmagpy-4.2.25: demag_gui	NED12-3b			
								This study									lc	39.8	321.2	43.9	2.6	3.0	5.0	0.0	NED12-3b_LP-DIR-AF										hargrave 2018-10-13 23:01:37	u			0.01	0.003	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED12-3	pmagpy-4.2.25: demag_gui	NED12-3b			
								This study									mc	34.6	155.2	73.9	1.2	3.0	8.0	0.0	NED12-3b_LP-DIR-AF										hargrave 2018-10-13 23:01:37	u			0.05	0.0225	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED12-3	pmagpy-4.2.25: demag_gui	NED12-3b			
								This study																																			LP-NOMAG								NED12-3		NED12-3b			
								This study									hc	0.0	251.0	15.5	0.5	3.0	4.0	-1.0	NED12-4b_LP-DIR-AF										hargrave 2018-10-13 23:44:34	u			0.13	0.1	T		LP-DIR-AF:DE-BFL-A:DA-DIR						b		NED12-4	pmagpy-4.2.25: demag_gui	NED12-4b			
								This study									hc	0.0	309.0	23.6	0.5	3.0	4.0	0.0	NED12-4b_LP-DIR-AF										hargrave 2018-10-13 23:44:34	u			0.13	0.1	T		LP-DIR-AF:DE-BFL-A:DA-DIR-GEO						b		NED12-4	pmagpy-4.2.25: demag_gui	NED12-4b			
								This study									mc	23.0	189.2	42.2	0.7	3.0	9.0	-1.0	NED12-4b_LP-DIR-AF										hargrave 2018-10-13 23:44:34	u			0.06	0.025	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED12-4	pmagpy-4.2.25: demag_gui	NED12-4b			
								This study									lc	47.9	271.2	36.1	2.0	3.0	3.0	-1.0	NED12-4b_LP-DIR-AF										hargrave 2018-10-13 23:44:34	u			0.01	0.005	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED12-4	pmagpy-4.2.25: demag_gui	NED12-4b			
								This study									mc	23.0	256.1	76.7	0.7	3.0	9.0	0.0	NED12-4b_LP-DIR-AF										hargrave 2018-10-13 23:44:34	u			0.06	0.025	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED12-4	pmagpy-4.2.25: demag_gui	NED12-4b			
								This study									lc	47.9	339.1	27.8	2.0	3.0	3.0	0.0	NED12-4b_LP-DIR-AF										hargrave 2018-10-13 23:44:34	u			0.01	0.005	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED12-4	pmagpy-4.2.25: demag_gui	NED12-4b			
								This study																																			LP-NOMAG								NED12-4		NED12-4b			
								This study									hc	0.0	3.8	49.6	0.3	3.0	3.0	-1.0	NED12-5b_LP-DIR-AF										hargrave 2018-10-14 00:27:38	u			0.13	0.11	T		LP-DIR-AF:DE-BFL-A:DA-DIR						g		NED12-5	pmagpy-4.2.25: demag_gui	NED12-5b			
								This study									hc	0.0	281.1	35.6	0.3	3.0	3.0	0.0	NED12-5b_LP-DIR-AF										hargrave 2018-10-14 00:27:38	u			0.13	0.11	T		LP-DIR-AF:DE-BFL-A:DA-DIR-GEO						g		NED12-5	pmagpy-4.2.25: demag_gui	NED12-5b			
								This study									mc	26.0	224.0	65.6	0.2	3.0	6.0	-1.0	NED12-5b_LP-DIR-AF										hargrave 2018-10-14 00:27:38	u			0.045	0.025	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED12-5	pmagpy-4.2.25: demag_gui	NED12-5b			
								This study									lc	41.4	51.8	52.0	1.9	3.0	7.0	-1.0	NED12-5b_LP-DIR-AF										hargrave 2018-10-14 00:27:38	u			0.01	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED12-5	pmagpy-4.2.25: demag_gui	NED12-5b			
								This study									lc	41.4	318.9	42.3	1.9	3.0	7.0	0.0	NED12-5b_LP-DIR-AF										hargrave 2018-10-14 00:27:38	u			0.01	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED12-5	pmagpy-4.2.25: demag_gui	NED12-5b			
								This study									mc	26.0	174.9	72.9	0.2	3.0	6.0	0.0	NED12-5b_LP-DIR-AF										hargrave 2018-10-14 00:27:38	u			0.045	0.025	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED12-5	pmagpy-4.2.25: demag_gui	NED12-5b			
								This study																																			LP-NOMAG								NED12-5		NED12-5b			
								This study									hc	0.0	3.1	48.5	0.3	3.0	4.0	-1.0	NED12-6b_LP-DIR-AF										hargrave 2018-10-14 01:11:08	u			0.13	0.1	T		LP-DIR-AF:DE-BFL-A:DA-DIR						g		NED12-6	pmagpy-4.2.25: demag_gui	NED12-6b			
								This study									hc	0.0	280.6	33.6	0.3	3.0	4.0	0.0	NED12-6b_LP-DIR-AF										hargrave 2018-10-14 01:11:08	u			0.13	0.1	T		LP-DIR-AF:DE-BFL-A:DA-DIR-GEO						g		NED12-6	pmagpy-4.2.25: demag_gui	NED12-6b			
								This study									lc	33.9	54.8	54.0	0.5	3.0	6.0	-1.0	NED12-6b_LP-DIR-AF										hargrave 2018-10-14 01:11:08	u			0.0125	0.003	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED12-6	pmagpy-4.2.25: demag_gui	NED12-6b			
								This study									mc	30.6	231.6	68.0	0.6	3.0	5.0	-1.0	NED12-6b_LP-DIR-AF										hargrave 2018-10-14 01:11:08	u			0.04	0.025	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED12-6	pmagpy-4.2.25: demag_gui	NED12-6b			
								This study									mc	30.6	191.1	72.9	0.6	3.0	5.0	0.0	NED12-6b_LP-DIR-AF										hargrave 2018-10-14 01:11:08	u			0.04	0.025	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED12-6	pmagpy-4.2.25: demag_gui	NED12-6b			
								This study									lc	33.9	319.9	43.9	0.5	3.0	6.0	0.0	NED12-6b_LP-DIR-AF										hargrave 2018-10-14 01:11:08	u			0.0125	0.003	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED12-6	pmagpy-4.2.25: demag_gui	NED12-6b			
								This study																																			LP-NOMAG								NED12-6		NED12-6b			
								This study									hc	0.0	4.4	54.2	0.4	3.0	4.0	-1.0	NED12-7b_LP-DIR-AF										hargrave 2018-10-14 01:58:21	u			0.13	0.1	T		LP-DIR-AF:DE-BFL-A:DA-DIR						g		NED12-7	pmagpy-4.2.25: demag_gui	NED12-7b			
								This study									hc	0.0	266.8	35.2	0.4	3.0	4.0	0.0	NED12-7b_LP-DIR-AF										hargrave 2018-10-14 01:58:21	u			0.13	0.1	T		LP-DIR-AF:DE-BFL-A:DA-DIR-GEO						g		NED12-7	pmagpy-4.2.25: demag_gui	NED12-7b			
								This study									lc	30.3	72.4	56.5	0.5	3.0	6.0	-1.0	NED12-7b_LP-DIR-AF										hargrave 2018-10-14 01:58:21	u			0.015	0.004	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED12-7	pmagpy-4.2.25: demag_gui	NED12-7b			
								This study									mc	32.2	228.2	67.9	0.6	3.0	4.0	-1.0	NED12-7b_LP-DIR-AF										hargrave 2018-10-14 01:58:21	u			0.04	0.0275	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED12-7	pmagpy-4.2.25: demag_gui	NED12-7b			
								This study									mc	32.2	186.5	73.3	0.6	3.0	4.0	0.0	NED12-7b_LP-DIR-AF										hargrave 2018-10-14 01:58:21	u			0.04	0.0275	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED12-7	pmagpy-4.2.25: demag_gui	NED12-7b			
								This study									lc	30.3	314.4	47.2	0.5	3.0	6.0	0.0	NED12-7b_LP-DIR-AF										hargrave 2018-10-14 01:58:21	u			0.015	0.004	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED12-7	pmagpy-4.2.25: demag_gui	NED12-7b			
								This study																																			LP-NOMAG								NED12-7		NED12-7b			
								This study									hc	0.0	12.4	56.3	0.6	3.0	4.0	-1.0	NED12-8b_LP-DIR-AF										hargrave 2018-10-14 02:41:52	u			0.13	0.1	T		LP-DIR-AF:DE-BFL-A:DA-DIR						g		NED12-8	pmagpy-4.2.25: demag_gui	NED12-8b			
								This study									hc	0.0	279.4	35.6	0.6	3.0	4.0	0.0	NED12-8b_LP-DIR-AF										hargrave 2018-10-14 02:41:52	u			0.13	0.1	T		LP-DIR-AF:DE-BFL-A:DA-DIR-GEO						g		NED12-8	pmagpy-4.2.25: demag_gui	NED12-8b			
								This study									lc	27.6	73.1	55.2	1.1	3.0	9.0	-1.0	NED12-8b_LP-DIR-AF										hargrave 2018-10-14 02:41:52	u			0.015	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED12-8	pmagpy-4.2.25: demag_gui	NED12-8b			
								This study									mc	28.5	228.5	64.8	0.6	3.0	5.0	-1.0	NED12-8b_LP-DIR-AF										hargrave 2018-10-14 02:41:52	u			0.04	0.025	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED12-8	pmagpy-4.2.25: demag_gui	NED12-8b			
								This study									mc	28.5	191.8	71.1	0.6	3.0	5.0	0.0	NED12-8b_LP-DIR-AF										hargrave 2018-10-14 02:41:52	u			0.04	0.025	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED12-8	pmagpy-4.2.25: demag_gui	NED12-8b			
								This study									lc	27.6	321.6	45.0	1.1	3.0	9.0	0.0	NED12-8b_LP-DIR-AF										hargrave 2018-10-14 02:41:52	u			0.015	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED12-8	pmagpy-4.2.25: demag_gui	NED12-8b			
								This study																																			LP-NOMAG								NED12-8		NED12-8b			
								This study									hc	0.0	303.2	54.9	2.7	3.0	4.0	-1.0	NED13-1b_LP-DIR-AF										hargrave 2018-10-14 03:29:23	u			0.13	0.1	T		LP-DIR-AF:DE-BFL-A:DA-DIR						g		NED13-1	pmagpy-4.2.25: demag_gui	NED13-1b			
								This study									hc	0.0	293.7	47.3	2.7	3.0	4.0	0.0	NED13-1b_LP-DIR-AF										hargrave 2018-10-14 03:29:23	u			0.13	0.1	T		LP-DIR-AF:DE-BFL-A:DA-DIR-GEO						g		NED13-1	pmagpy-4.2.25: demag_gui	NED13-1b			
								This study									lc	12.2	329.4	-15.8	1.8	3.0	6.0	-1.0	NED13-1b_LP-DIR-AF										hargrave 2018-10-14 03:29:23	u			0.02	0.0075	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED13-1	pmagpy-4.2.25: demag_gui	NED13-1b			
								This study									mc	22.0	199.0	68.1	0.3	3.0	4.0	-1.0	NED13-1b_LP-DIR-AF										hargrave 2018-10-14 03:29:23	u			0.065	0.05	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED13-1	pmagpy-4.2.25: demag_gui	NED13-1b			
								This study									lc	12.2	305.9	-26.0	1.8	3.0	6.0	0.0	NED13-1b_LP-DIR-AF										hargrave 2018-10-14 03:29:23	u			0.02	0.0075	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED13-1	pmagpy-4.2.25: demag_gui	NED13-1b			
								This study									mc	22.0	197.5	78.8	0.3	3.0	4.0	0.0	NED13-1b_LP-DIR-AF										hargrave 2018-10-14 03:29:23	u			0.065	0.05	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED13-1	pmagpy-4.2.25: demag_gui	NED13-1b			
								This study																																			LP-NOMAG								NED13-1		NED13-1b			
								This study																																			LP-NOMAG								NED13-2		NED13-2b			
								This study									hc	18.9	329.2	89.9	4.7	3.0	5.0	-1.0	NED13-3b_LP-DIR-AF										hargrave 2018-10-14 10:19:06	u			0.13	0.09	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED13-3	pmagpy-4.2.25: demag_gui	NED13-3b			
								This study									mc	19.2	195.8	48.3	0.6	3.0	3.0	-1.0	NED13-3b_LP-DIR-AF										hargrave 2018-10-14 10:19:06	u			0.045	0.035	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED13-3	pmagpy-4.2.25: demag_gui	NED13-3b			
								This study									lc	4.8	200.1	67.8	0.8	3.0	7.0	-1.0	NED13-3b_LP-DIR-AF										hargrave 2018-10-14 10:19:06	u			0.01	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED13-3	pmagpy-4.2.25: demag_gui	NED13-3b			
								This study									hc	18.9	275.8	50.9	4.7	3.0	5.0	0.0	NED13-3b_LP-DIR-AF										hargrave 2018-10-14 10:19:06	u			0.13	0.09	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED13-3	pmagpy-4.2.25: demag_gui	NED13-3b			
								This study									lc	4.8	252.9	70.6	0.8	3.0	7.0	0.0	NED13-3b_LP-DIR-AF										hargrave 2018-10-14 10:19:06	u			0.01	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED13-3	pmagpy-4.2.25: demag_gui	NED13-3b			
								This study									mc	19.2	177.1	79.4	0.6	3.0	3.0	0.0	NED13-3b_LP-DIR-AF										hargrave 2018-10-14 10:19:06	u			0.045	0.035	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED13-3	pmagpy-4.2.25: demag_gui	NED13-3b			
								This study																																			LP-NOMAG								NED13-3		NED13-3b			
								This study									mc	7.6	200.8	57.8	0.6	2.0	7.0	-1.0	NED13-4b_LP-DIR-AF										hargrave 2018-10-26 17:39:05	u			0.06	0.03	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED13-4	pmagpy-4.2.25: demag_gui	NED13-4b			
								This study									hc	13.1	319.5	58.2	6.5	2.0	4.0	-1.0	NED13-4b_LP-DIR-AF										hargrave 2018-10-26 17:39:05	u			0.13	0.1	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED13-4	pmagpy-4.2.25: demag_gui	NED13-4b			
								This study									hc	13.1	285.3	42.3	6.5	2.0	4.0	0.0	NED13-4b_LP-DIR-AF										hargrave 2018-10-26 17:39:05	u			0.13	0.1	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED13-4	pmagpy-4.2.25: demag_gui	NED13-4b			
								This study									mc	7.6	177.0	74.3	0.6	2.0	7.0	0.0	NED13-4b_LP-DIR-AF										hargrave 2018-10-26 17:39:05	u			0.06	0.03	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED13-4	pmagpy-4.2.25: demag_gui	NED13-4b			
								This study																																			LP-NOMAG								NED13-4		NED13-4b			
								This study									mc	1.7	199.9	58.5	0.5	2.0	9.0	-1.0	NED13-5b_LP-DIR-AF										hargrave 2018-10-26 18:22:14	u			0.06	0.025	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED13-5	pmagpy-4.2.25: demag_gui	NED13-5b			
								This study									hc	9.6	262.3	48.7	8.4	2.0	4.0	-1.0	NED13-5b_LP-DIR-AF										hargrave 2018-10-26 18:22:14	u			0.13	0.1	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED13-5	pmagpy-4.2.25: demag_gui	NED13-5b			
								This study									hc	9.6	234.6	48.1	8.4	2.0	4.0	0.0	NED13-5b_LP-DIR-AF										hargrave 2018-10-26 18:22:14	u			0.13	0.1	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED13-5	pmagpy-4.2.25: demag_gui	NED13-5b			
								This study									mc	1.7	171.8	73.6	0.5	2.0	9.0	0.0	NED13-5b_LP-DIR-AF										hargrave 2018-10-26 18:22:14	u			0.06	0.025	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED13-5	pmagpy-4.2.25: demag_gui	NED13-5b			
								This study																																			LP-NOMAG								NED13-5		NED13-5b			
								This study									mc	0.8	215.4	63.9	0.6	2.0	11.0	-1.0	NED13-6b_LP-DIR-AF										hargrave 2018-10-26 19:05:27	u			0.075	0.0275	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED13-6	pmagpy-4.2.25: demag_gui	NED13-6b			
								This study									lc	55.2	155.8	7.9	1.3	2.0	7.0	-1.0	NED13-6b_LP-DIR-AF										hargrave 2018-10-26 19:05:27	u			0.01	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED13-6	pmagpy-4.2.25: demag_gui	NED13-6b			
								This study									mc	0.8	161.6	71.8	0.6	2.0	11.0	0.0	NED13-6b_LP-DIR-AF										hargrave 2018-10-26 19:05:27	u			0.075	0.0275	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED13-6	pmagpy-4.2.25: demag_gui	NED13-6b			
								This study									lc	55.2	81.7	17.9	1.3	2.0	7.0	0.0	NED13-6b_LP-DIR-AF										hargrave 2018-10-26 19:05:27	u			0.01	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED13-6	pmagpy-4.2.25: demag_gui	NED13-6b			
								This study																																			LP-NOMAG								NED13-6		NED13-6b			
								This study									mc	0.6	219.6	59.7	1.0	2.0	7.0	-1.0	NED13-7b_LP-DIR-AF										hargrave 2018-10-26 19:47:24	u			0.07	0.04	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED13-7	pmagpy-4.2.25: demag_gui	NED13-7b			
								This study									lc	34.7	191.8	-69.6	0.5	2.0	7.0	-1.0	NED13-7b_LP-DIR-AF										hargrave 2018-10-26 19:47:24	u			0.0175	0.004	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED13-7	pmagpy-4.2.25: demag_gui	NED13-7b			
								This study									lc	34.7	102.4	-56.7	0.5	2.0	7.0	0.0	NED13-7b_LP-DIR-AF										hargrave 2018-10-26 19:47:24	u			0.0175	0.004	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED13-7	pmagpy-4.2.25: demag_gui	NED13-7b			
								This study									mc	0.6	155.0	68.2	1.0	2.0	7.0	0.0	NED13-7b_LP-DIR-AF										hargrave 2018-10-26 19:47:24	u			0.07	0.04	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED13-7	pmagpy-4.2.25: demag_gui	NED13-7b			
								This study																																			LP-NOMAG								NED13-7		NED13-7b			
								This study									lc	24.1	216.7	-65.8	0.5	2.0	6.0	-1.0	NED13-8b_LP-DIR-AF										hargrave 2018-10-26 20:30:08	u			0.02	0.0075	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED13-8	pmagpy-4.2.25: demag_gui	NED13-8b			
								This study									mc	10.0	218.7	58.4	0.4	2.0	4.0	-1.0	NED13-8b_LP-DIR-AF										hargrave 2018-10-26 20:30:08	u			0.065	0.05	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED13-8	pmagpy-4.2.25: demag_gui	NED13-8b			
								This study									lc	24.1	122.5	-51.8	0.5	2.0	6.0	0.0	NED13-8b_LP-DIR-AF										hargrave 2018-10-26 20:30:08	u			0.02	0.0075	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED13-8	pmagpy-4.2.25: demag_gui	NED13-8b			
								This study									mc	10.0	163.2	68.7	0.4	2.0	4.0	0.0	NED13-8b_LP-DIR-AF										hargrave 2018-10-26 20:30:08	u			0.065	0.05	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED13-8	pmagpy-4.2.25: demag_gui	NED13-8b			
								This study																																			LP-NOMAG								NED13-8		NED13-8b			
								This study									lc	2.3	262.8	41.5	0.4	1.0	23.0	-1.0	NED14-1b_LP-DIR-AF										hargrave 2018-10-26 21:14:24	u			0.13	0.0125	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED14-1	pmagpy-4.2.25: demag_gui	NED14-1b			
								This study									lc	2.3	276.7	35.0	0.4	1.0	23.0	0.0	NED14-1b_LP-DIR-AF										hargrave 2018-10-26 21:14:24	u			0.13	0.0125	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED14-1	pmagpy-4.2.25: demag_gui	NED14-1b			
								This study																																			LP-NOMAG								NED14-1		NED14-1b			
								This study									lc	1.8	279.6	70.2	0.5	1.0	8.0	-1.0	NED14-2b_LP-DIR-AF										hargrave 2018-10-26 21:57:04	u			0.02	0.004	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED14-2	pmagpy-4.2.25: demag_gui	NED14-2b			
								This study									lc	1.8	301.0	34.1	0.5	1.0	8.0	0.0	NED14-2b_LP-DIR-AF										hargrave 2018-10-26 21:57:04	u			0.02	0.004	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED14-2	pmagpy-4.2.25: demag_gui	NED14-2b			
